123538,801
123739,800
123939,804
124140,806
124341,805
124541,800
124741,804
124942,804
125143,803
125343,801
125544,806
125745,808
125945,805
126146,804
126347,805
126546,805
126747,803
126948,803
127149,806
127349,807
127550,804
127751,803
127951,805
128151,803
128352,802
128552,805
128753,807
128954,807
129155,805
129355,805
129556,806
129756,805
129956,803
130157,805
130358,809
130558,807
130759,803
130960,806
131161,805
131361,803
131561,802
131762,805
131962,806
132163,804
132364,806
132564,804
132765,806
132966,801
133166,801
133366,805
133567,806
133768,803
133968,802
134169,800
134370,804
134571,801
134771,802
134971,805
135172,804
135372,803
135573,801
135774,802
135974,803
136175,800
136376,800
136576,802
136776,805
136977,804
137178,802
137378,802
137579,803
137780,802
137980,800
138181,803
138381,805
138582,804
138782,803
138983,802
139184,804
139384,803
139585,800
139786,802
139985,806
140186,805
140387,804
140588,803
140788,803
140989,804
141190,802
141390,805
141591,806
141791,804
141991,803
142192,797
142393,802
142594,804
142794,803
142995,802
143196,805
143395,806
143596,803
143797,802
143997,802
144198,804
144399,807
144600,804
144800,807
145001,802
145201,805
145401,805
145602,803
145803,803
146003,803
146204,803
146405,802
146606,801
146805,805
147006,805
147207,804
147407,802
147608,802
147809,803
148009,803
148210,800
148411,801
148611,806
148811,804
149012,805
149213,803
149413,803
149614,802
149815,800
150016,800
150215,802
150416,805
150617,804
150817,801
151018,802
151219,803
151419,802
151620,799
151821,802
152020,805
152221,805
152422,801
152623,801
152823,802
153024,802
153225,800
153425,799
153625,805
153826,805
154027,804
154227,801
154428,803
154629,803
154829,802
155030,800
155231,803
155430,804
155631,803
155832,802
156033,800
156233,802
156434,801
156635,800
156835,801
157035,805
157236,804
157436,802
157637,801
157838,803
158039,803
158239,800
158440,802
158641,805
158840,805
159041,803
159242,803
159442,803
159643,806
159844,802
160045,801
160245,804
160445,805
160646,804
160846,803
161047,803
161248,804
161448,803
161649,801
161850,802
162050,805
162250,806
162451,802
162652,803
162852,798
163053,804
163254,802
163454,801
163655,798
163855,806
164056,804
164256,804
164457,803
164658,801
164858,804
165059,801
165260,803
165459,806
165660,807
165861,805
166062,804
166262,806
166463,805
166664,804
166864,803
167065,808
167265,809
167465,807
167666,805
167867,804
168068,806
168268,806
168469,807
168670,804
168869,807
169070,808
169271,806
169472,804
169672,805
169873,806
170074,804
170274,804
170474,800
170675,807
170875,807
171076,806
171277,805
171478,805
171678,806
171879,804
172080,804
172279,807
172480,808
172681,805
172881,800
173082,804
173283,804
173484,804
173684,802
173884,805
174085,807
174285,807
174486,805
174687,803
174887,805
175088,805
175289,802
175490,804
175689,808
175890,808
176091,807
176291,805
176492,805
176693,807
176893,804
177094,804
177294,807
177495,808
177695,808
177896,805
178097,806
178297,806
178498,805
178699,803
178899,806
179099,808
179300,808
179501,806
179701,807
179902,807
180103,806
180303,803
180504,810
180704,807
180904,806
181105,805
181306,804
181507,804
181707,807
181908,804
182109,803
182309,807
182509,808
182710,807
182910,804
183111,805
183312,806
183513,804
183713,803
183914,805
184114,807
184314,806
184515,805
184716,806
184916,806
185117,803
185318,802
185519,806
185719,808
185919,806
186120,805
186320,806
186521,806
186722,803
186923,803
187123,806
187324,808
187524,806
187724,804
187925,814
188126,807
188326,804
188527,804
188728,807
188929,808
189129,806
189329,805
189530,805
189730,804
189931,803
190132,799
190332,806
190533,807
190734,804
190934,803
191134,806
191335,805
191536,802
191736,804
191937,806
192138,808
192338,805
192539,804
192739,808
192940,805
193140,806
193341,805
193542,808
193742,806
193943,805
194144,803
194343,805
194544,804
194745,801
194946,799
195146,805
195347,806
195548,799
195748,802
195949,804
196149,804
196349,800
196550,799
196751,805
196952,806
197152,803
197353,802
197554,804
197753,803
197954,800
198155,802
198355,805
198556,805
198757,804
198958,802
199158,802
199359,804
199559,802
199759,800
199960,803
200161,807
200361,804
200562,802
200763,803
200964,803
